a,b,c
SVC gamma,0.478,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.478,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.478,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.478,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.478,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'pH']"
RandomForestClassifier,0.478,"['fixed acidity', 'free sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.478,"['volatile acidity', 'residual sugar', 'density', 'alcohol']"
RandomForestClassifier,0.478,"['citric acid', 'free sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.478,"['fixed acidity', 'volatile acidity', 'residual sugar', 'sulphates', 'alcohol']"
RandomForestClassifier,0.478,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.478,"['volatile acidity', 'citric acid', 'residual sugar', 'density', 'alcohol']"
RandomForestClassifier,0.478,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.478,"['citric acid', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.478,"['residual sugar', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.478,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density']"
RandomForestClassifier,0.478,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.478,"['fixed acidity', 'residual sugar', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.478,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.478,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.478,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'volatile acidity', 'citric acid', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'volatile acidity', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'citric acid', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'volatile acidity', 'citric acid', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.476,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.476,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.476,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.476,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.476,"['fixed acidity', 'free sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.476,"['residual sugar', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.476,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.476,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.476,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.476,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.476,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.476,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.476,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.476,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.476,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.476,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.476,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.474,"['residual sugar', 'density', 'pH', 'alcohol']"
SVC gamma,0.474,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
SVC gamma,0.474,"['volatile acidity', 'residual sugar', 'density', 'pH', 'alcohol']"
SVC gamma,0.474,"['citric acid', 'residual sugar', 'density', 'pH', 'alcohol']"
SVC gamma,0.474,"['residual sugar', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.474,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
SVC gamma,0.474,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
SVC gamma,0.474,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'alcohol']"
SVC gamma,0.474,"['volatile acidity', 'residual sugar', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.474,"['citric acid', 'residual sugar', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.474,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
SVC gamma,0.474,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
SVC gamma,0.474,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
SVC gamma,0.474,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'citric acid', 'residual sugar', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.474,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.474,"['volatile acidity', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['citric acid', 'free sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['citric acid', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'volatile acidity', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'citric acid', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density']"
RandomForestClassifier,0.474,"['volatile acidity', 'citric acid', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['volatile acidity', 'residual sugar', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.474,"['citric acid', 'residual sugar', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['citric acid', 'free sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'volatile acidity', 'citric acid', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.474,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.474,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'pH']"
SVC gamma,0.472,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'pH']"
SVC gamma,0.472,"['residual sugar', 'free sulfur dioxide', 'density', 'pH']"
SVC gamma,0.472,"['residual sugar', 'free sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.472,"['residual sugar', 'free sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.472,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.472,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'pH']"
SVC gamma,0.472,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'pH']"
SVC gamma,0.472,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.472,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.472,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'pH']"
SVC gamma,0.472,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.472,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.472,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.472,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.472,"['residual sugar', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.472,"['residual sugar', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.472,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.472,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'pH']"
SVC gamma,0.472,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.472,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.472,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.472,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.472,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.472,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.472,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.472,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.472,"['fixed acidity', 'residual sugar', 'density', 'alcohol']"
RandomForestClassifier,0.472,"['volatile acidity', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.472,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'pH']"
RandomForestClassifier,0.472,"['citric acid', 'residual sugar', 'pH', 'sulphates']"
RandomForestClassifier,0.472,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.472,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.472,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'sulphates']"
